occlusion,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
o03,proxy_reacquisition,0.7627436459033597,0.09278867883946995,0.14484465763200072,0.102218697493331,0.6600495999999888,0.586041600000003,0.5500000399999992,0.3351200096000012,0.1712854370569989,0.07581819559040039,0.7058418240000065,0.45436371792812985,3677184000
o03,risk_calibrated_proxy,0.7073928482772663,0.08086416799573237,0.08190647420174305,0.09984451061333081,0.790958666666618,0.6553343999999858,0.30728806000000053,0.21288518413333163,0.12434513254581352,0.06182673175893333,0.7848708373333447,0.5961058058795271,3677184000
o03,visible_only,0.2880787466666713,0.3824253333333383,0.020091666666667913,0.49133866666661163,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.059999858166667266,0.46378933333341243,-0.04089247342619542,3677184000
o04,active_search_proxy,0.7150335407731201,0.07374530549333275,0.08301393011200081,0.08304048981333434,0.7502709333333321,0.7035984000000588,0.7580494239999991,0.4842168041599995,0.27543369583785615,0.05622673134080021,0.6078958079999994,0.45017152956692963,3677184000
o04,identity_gate,0.4318411711364311,0.2282407461162647,0.11112908062933352,0.2902337747199931,0.6037490666666541,0.25535519999998696,0.16130508000000002,0.11605050799999996,0.11205203531093547,0.05972130322879985,0.46059859604479525,0.11578304209328294,3677184000
o04,last_seen_belief,0.3333248853333326,0.29764666666666567,0.3942218666666676,0.2862813333333164,0.32232160000000154,0.11349120000000001,0.05652203200000011,0.05328000000000061,0.06306666666666577,0.059744662462933265,0.5493958666666959,-0.2702470029032199,3677184000
o04,loose_proxy,0.32334886177407995,0.13970875054933413,0.5246283999999923,0.06000938186666698,0.19477013333333215,0.1702368000000046,0.08478304799999989,0.06328000000000304,0.08459999999999211,0.07706364217600027,0.5435908879999997,-0.26928672625547734,3677184000
o04,oracle_proxy,0.9698795999999898,0.020936326373333033,0.001059298440869988,0.01900759183999986,0.9850000000001695,0.9085839999999985,0.2566901599999995,0.09346760639999985,0.028650000000002045,0.020398000000000062,0.9209456000000041,0.9987534948018516,3677184000
o04,proxy_reacquisition,0.7602352969113626,0.09644270379946467,0.1460538864320001,0.10605567349333299,0.6600495999999888,0.586041600000003,0.5533504399999998,0.33592410559999974,0.170784330755353,0.07204882555519997,0.7004418240000005,0.4487948480712741,3677184000
o04,risk_calibrated_proxy,0.7048671554946733,0.08420949289813515,0.08316383732707526,0.10447143989333345,0.790958666666618,0.6553343999999858,0.3132736599999994,0.21396259213333138,0.12435327755355816,0.05809164223146714,0.7782708373333398,0.5891770626747422,3677184000
o04,visible_only,0.2733206666666549,0.4038813333333475,0.020091666666667913,0.5105386666666704,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.053963622833332864,0.45538933333335474,-0.06638536102505596,3677184000
o05,active_search_proxy,0.7143423788659191,0.07439612405333422,0.08346041459199999,0.08471480661333182,0.7502709333333321,0.7035984000000588,0.7590977439999991,0.48457323295999927,0.2748992755094905,0.05688601607679972,0.6057358079999979,0.4472874262110247,3677184000
o05,identity_gate,0.42952693338923054,0.23091756365226698,0.1116404380693331,0.29337164991999864,0.6037490666666541,0.25535519999998696,0.16167948000000001,0.11608794799999997,0.11230306532692992,0.061290456924800514,0.4568565360127983,0.10935245413844438,3677184000
o05,last_seen_belief,0.33063640533333355,0.30052666666666966,0.3959498666666646,0.2909613333333321,0.32232160000000154,0.11349120000000001,0.05667179200000021,0.05328000000000061,0.06306666666666577,0.061048037524266956,0.5467678666667249,-0.2787291230320115,3677184000
o05,loose_proxy,0.32050519170687897,0.14150648110934147,0.5276044000000016,0.06088101386666756,0.19477013333333215,0.1702368000000046,0.08500768799999983,0.06328000000000304,0.08459999999999211,0.07959139785600135,0.5408952080000007,-0.2772059240080391,3677184000
o05,oracle_proxy,0.9695915999999956,0.021099031013333155,0.001059298440869988,0.01932152624000041,0.9850000000001695,0.9085839999999985,0.2574389599999999,0.09349755840000043,0.028650000000002045,0.021057999999999664,0.9209456000000041,0.998754418715454,3677184000
o05,proxy_reacquisition,0.7589060085273583,0.09746364536746413,0.14677942371199992,0.10835785909333925,0.6600495999999888,0.586041600000003,0.5544736400000017,0.336193673600001,0.170614328199347,0.07339502913919953,0.6972018239999985,0.4439337427167354,3677184000
o05,risk_calibrated_proxy,0.7038843477322411,0.08513372575573132,0.08321476617720866,0.10672694261333256,0.790958666666618,0.6553343999999858,0.31553446,0.2143695361333337,0.12436783892686964,0.05934560387413386,0.774310837333339,0.5851341950243003,3677184000
o05,visible_only,0.26528834666664863,0.4121853333333113,0.020091666666667913,0.5220586666667263,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.056119421166666704,0.45034933333332156,-0.08314497462069896,3677184000
